Unnamed: 0,activity,datetime,case_id,resource
1178,Отправка на медосмотр,1970-04-26 21:06:18+00:00,34,Система/Процесс
1179,Отправить запрос на дополнительную экспертизу,1970-04-26 21:06:19+00:00,34,Система/Процесс
1180,Проверка данных по материалу,1970-04-26 21:06:20+00:00,34,Система/Процесс
1181,Запрос заключения пожарного эксперта,1970-04-26 21:06:21+00:00,34,Пожарный надзор
1182,Требуется ручная проверка,1970-04-26 21:06:22+00:00,34,Система/Процесс
1183,Медкомиссия,1970-04-26 21:06:23+00:00,34,Санэпидемнадзор
1184,Отправка документов со стороны инженерного отдела,1970-04-26 21:06:24+00:00,34,Система/Процесс
1185,Ручная проверка пожарного надзора,1970-04-26 21:06:25+00:00,34,Пожарный надзор
1186,Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:26+00:00,34,Система/Процесс
1187,Формирование пакета документов,1970-04-26 21:06:27+00:00,34,Система/Процесс
1188,Рассмотрение руководителем,1970-04-26 21:06:28+00:00,34,Руководитель
1189,Оформление и подписание разрешения,1970-04-26 21:06:29+00:00,34,Система/Процесс
1190,Уведомить о готовности,1970-04-26 21:06:30+00:00,34,Система/Процесс
1191,Получение разрешения заявителем,1970-04-26 21:06:31+00:00,34,Заявитель
1192,Внесение в реестр,1970-04-26 21:06:32+00:00,34,Система/Процесс
1193,Архивирование документов,1970-04-26 21:06:33+00:00,34,Система/Процесс
1194,Первичная проверка документов,1970-04-26 21:06:34+00:00,35,Служащий
1195,Уведомить о доработке,1970-04-26 21:06:35+00:00,35,Система/Процесс
1196,Доработка заявления,1970-04-26 21:06:36+00:00,35,Система/Процесс
1197,Первичная проверка документов,1970-04-26 21:06:37+00:00,35,Служащий
1198,Уведомить о доработке,1970-04-26 21:06:38+00:00,35,Система/Процесс
1199,Доработка заявления,1970-04-26 21:06:39+00:00,35,Система/Процесс
1200,Первичная проверка документов,1970-04-26 21:06:40+00:00,35,Служащий
1201,Уведомить о доработке,1970-04-26 21:06:41+00:00,35,Система/Процесс
1202,Доработка заявления,1970-04-26 21:06:42+00:00,35,Система/Процесс
1203,Первичная проверка документов,1970-04-26 21:06:43+00:00,35,Служащий
1204,Регистрация заявления,1970-04-26 21:06:44+00:00,35,Система/Процесс
1205,Проверка инженером-экспертом,1970-04-26 21:06:45+00:00,35,Инженер
1206,Проверка архитектором-экспертом,1970-04-26 21:06:46+00:00,35,Архитектор
1207,Требуется ручная проверка,1970-04-26 21:06:47+00:00,35,Система/Процесс
1208,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 21:06:48+00:00,35,Санэпидемнадзор
1209,Отправка документов со стороны инженерного отдела,1970-04-26 21:06:49+00:00,35,Система/Процесс
1210,Ручная проверка архитектора-эксперта,1970-04-26 21:06:50+00:00,35,Архитектор
1211,Запрос заключения пожарного эксперта,1970-04-26 21:06:51+00:00,35,Пожарный надзор
1212,Требуется ручная проверка,1970-04-26 21:06:52+00:00,35,Система/Процесс
1213,Ручная проверка пожарного надзора,1970-04-26 21:06:53+00:00,35,Пожарный надзор
1214,Отправка документов со стороны архитектурного отдела,1970-04-26 21:06:54+00:00,35,Система/Процесс
1215,Уведомление заявителя о не прохождении надзора,1970-04-26 21:06:55+00:00,35,Система/Процесс
